Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. Protein q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,MW [kDa],Gene Symbol,"Abundance Ratio: (Heavy, Soluble_S59L-Treat) / (Light, Soluble_S59L-Treat)","Abundance Ratio: (Heavy, Soluble_S59L-WT) / (Light, Soluble_S59L-WT)","Abundance Ratio P-Value: (Heavy, Soluble_S59L-Treat) / (Light, Soluble_S59L-Treat)","Abundance Ratio P-Value: (Heavy, Soluble_S59L-WT) / (Light, Soluble_S59L-WT)","Abundance: F9: Light, Sample, S8, Soluble_S59L-Treat, 4","Abundance: F11: Light, Sample, S7, Soluble_S59L-Treat, 3","Abundance: F13: Light, Sample, S6, Soluble_S59L-Treat, 2","Abundance: F15: Light, Sample, S5, Soluble_S59L-Treat, 1","Abundance: F10: Light, Sample, S4, Soluble_S59L-WT, 4","Abundance: F12: Light, Sample, S3, Soluble_S59L-WT, 3","Abundance: F14: Light, Sample, S2, Soluble_S59L-WT, 2","Abundance: F16: Light, Sample, S1, Soluble_S59L-WT, 1","Abundance: F9: Heavy, Sample, S8, Soluble_S59L-Treat, 4","Abundance: F11: Heavy, Sample, S7, Soluble_S59L-Treat, 3","Abundance: F13: Heavy, Sample, S6, Soluble_S59L-Treat, 2","Abundance: F15: Heavy, Sample, S5, Soluble_S59L-Treat, 1","Abundance: F10: Heavy, Sample, S4, Soluble_S59L-WT, 4","Abundance: F12: Heavy, Sample, S3, Soluble_S59L-WT, 3","Abundance: F14: Heavy, Sample, S2, Soluble_S59L-WT, 2","Abundance: F16: Heavy, Sample, S1, Soluble_S59L-WT, 1",Modifications,WikiPathways,Reactome Pathways
FALSE,High,Master Protein,O88522,NF-kappa-B essential modulator [OS=Mus musculus],0,5.922,10,3,3,3,47.9,Ikbkg,,,,,,,,,,,,,,,,,,,,,,EBV LMP1 signaling; Estrogen signaling; Apoptosis; Nod-like receptor (NLR) signaling pathway; MicroRNAs in cardiomyocyte hypertrophy; Chemokine signaling pathway; TNF-alpha NF-kB signaling pathway; B cell receptor signaling pathway; Focal adhesion: PI3K-Akt-mTOR signaling pathway; Mapk signaling pathway; Fibrin complement receptor 3 signaling pathway; Toll-like receptor signaling,"PKR-mediated signaling; FCERI mediated NF-kB activation; Downstream TCR signaling; Activation of NF-kappaB in B cells; Ovarian tumor domain proteases; Ub-specific processing proteases; CLEC7A (Dectin-1) signaling; Regulation of TNFR1 signaling; TNFR1-induced NF-kappa-B signaling pathway; Regulation of NF-kappa B signaling; NOD1/2 Signaling Pathway; Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells; IKK complex recruitment mediated by RIP1; activated TAK1 mediates p38 MAPK activation; SUMOylation of immune response proteins; RIP-mediated NFkB activation via ZBP1; TAK1-dependent IKK and NF-kappa-B activation  ; MAP3K8 (TPL2)-dependent MAPK1/3 activation; TRAF6 mediated NF-kB activation; IRAK1 recruits IKK complex; IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation; SLC15A4:TASL-dependent IRF5 activation; Modulation of host responses by IFN-stimulated genes; JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1"
FALSE,High,Master Protein,Q9D7I5,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase [OS=Mus musculus],0,5.909,15,2,4,2,29.1,Lhpp,2.509,57.925,0.004640206,0.159946116,1733553.5,1643784.375,1085283.875,1412417.5,,775450.0625,1118967.875,,3551961,3427278.75,3554745.5,4265166,2693760.75,2601872.25,2289785.5,3260509.75,,,Pyrophosphate hydrolysis
FALSE,High,Master Protein,Q9DCL4,12S rRNA N(4)-cytidine methyltransferase METTL15 [OS=Mus musculus],0,5.907,6,2,4,2,45.3,Mettl15,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,Q3TC93,HCLS1-binding protein 3 [OS=Mus musculus],0,5.906,6,2,5,2,43.7,Hs1bp3,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,P30285,Cyclin-dependent kinase 4 [OS=Mus musculus],0,5.905,11,3,9,2,33.7,Cdk4,,,,,,,,,,,,,,,,,,,,,,Cell cycle; Spinal cord injury; TGF-beta receptor signaling pathway; Ovarian infertility; B cell receptor signaling pathway; p53 signaling; IL-7 signaling pathway; Novel Jun-Dmp1 pathway; G1 to S cell cycle control,Senescence-Associated Secretory Phenotype (SASP); RMTs methylate histone arginines; SCF(Skp2)-mediated degradation of p27/p21; Ubiquitin-dependent degradation of Cyclin D; SPOP-mediated proteasomal degradation of PD-L1(CD274); Oxidative Stress Induced Senescence; Cyclin D associated events in G1; Oncogene Induced Senescence; Transcriptional regulation of granulopoiesis; Transcriptional regulation by RUNX2; PTK6 Regulates Cell Cycle; Drug-mediated inhibition of CDK4/CDK6 activity
FALSE,High,Master Protein,Q62219,Transforming growth factor beta-1-induced transcript 1 protein [OS=Mus musculus],0,5.901,5,2,5,2,50.1,Tgfb1i1,,,,,,,,,,,,,,,,,,,,,,Androgen receptor signaling pathway,
FALSE,High,Master Protein,Q5SS80,Dehydrogenase/reductase SDR family member 13 [OS=Mus musculus],0,5.898,6,2,2,2,40.7,Dhrs13,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,Q9QZD8,Mitochondrial dicarboxylate carrier [OS=Mus musculus],0,5.889,12,2,10,2,31.7,Slc25a10,,,,,,,,,,,,,,,,,,,,,,,Sulfide oxidation to sulfate; Organic anion transport by SLC5/17/25 transporters
FALSE,High,Master Protein,Q8K2I1,Protein farnesyltransferase subunit beta [OS=Mus musculus],0,5.887,11,2,4,2,48.8,Fntb,1000,,,,,,,,,,,,,3160083,3889349,,,,,,,,"Inactivation, recovery and regulation of the phototransduction cascade; RAS processing"
FALSE,High,Master Protein,Q9D938,Transmembrane protein 160 [OS=Mus musculus],0,5.883,16,3,18,3,19.6,Tmem160,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,Q9JLI8,"Spliceosome associated factor 3, U4/U6 recycling protein [OS=Mus musculus]",0,5.88,3,3,4,3,109.6,Sart3,,,,,,,,,,,,,,,,,,,,,,mRNA processing,
FALSE,High,Master Protein,Q9D7C9,Nicotinamide riboside kinase 2 [OS=Mus musculus],0,5.862,8,1,1,1,22.4,Nmrk2,,,,,,,,,,,,,,,,,,,,,,,Nicotinate metabolism
FALSE,High,Master Protein,Q66GT5,Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 [OS=Mus musculus],0,5.857,7,1,8,1,21.9,Ptpmt1,1.324,0.001,0.147295834,,3182522.5,2021268.5,,3320718.5,3531116.75,3477486.25,1953528.625,,4214927.5,3237807.5,,3538392.25,,,,,,,
FALSE,High,Master Protein,P62305,Small nuclear ribonucleoprotein E [OS=Mus musculus],0,5.826,25,2,9,2,10.8,Snrpe,,,,,,,,,,,,,,,,,,,,,,mRNA processing,mRNA Splicing - Major Pathway; snRNP Assembly; RNA Polymerase II Transcription Termination; mRNA Splicing - Minor Pathway; SLBP independent Processing of Histone Pre-mRNAs; SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs
FALSE,High,Master Protein,P0C0A3,Charged multivesicular body protein 6 [OS=Mus musculus],0,5.822,13,2,2,2,23.4,Chmp6,,,,,,,,,,,,,,,,,,,,,,,Macroautophagy; Sealing of the nuclear envelope (NE) by ESCRT-III; Pyroptosis; Endosomal Sorting Complex Required For Transport (ESCRT)
FALSE,High,Master Protein,Q99KE1,"NAD-dependent malic enzyme, mitochondrial [OS=Mus musculus]",0,5.814,4,2,10,1,65.8,Me2,,,,,,,,,,,,,,,,,,,,,,,Mitochondrial protein degradation; Pyruvate metabolism
FALSE,High,Master Protein,Q9QZB9,Dynactin subunit 5 [OS=Mus musculus],0,5.801,6,1,8,1,20.1,Dctn5,1000,17.217,,,,,,,3493177.5,,,4605450,3049710.5,3184965,2712677,2916971,,1022275.438,966782.875,1365159.625,,,MHC class II antigen presentation; COPI-mediated anterograde transport; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; COPI-independent Golgi-to-ER retrograde traffic
FALSE,High,Master Protein,Q08024,Core-binding factor subunit beta [OS=Mus musculus],0,5.799,9,1,3,1,22,Cbfb,,,,,,,,,,,,,,,,,,,,,,,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known; Regulation of RUNX3 expression and activity; RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function; RUNX3 regulates p14-ARF; Estrogen-dependent gene expression; RUNX1 regulates transcription of genes involved in differentiation of HSCs; RUNX1 regulates estrogen receptor mediated transcription; Regulation of RUNX1 Expression and Activity; RUNX1 regulates transcription of genes involved in differentiation of myeloid cells; RUNX2 regulates bone development; RUNX1 regulates transcription of genes involved in BCR signaling; RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs); RUNX1 regulates transcription of genes involved in interleukin signaling
FALSE,High,Master Protein,Q8VCN9,Tubulin-specific chaperone C [OS=Mus musculus],0,5.789,6,2,4,2,38.1,Tbcc,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,Q99P91,Transmembrane glycoprotein NMB [OS=Mus musculus],0,5.787,4,2,10,2,63.6,Gpnmb,3.484,1000,0.001515449,,13065069,18377126,15960695,10639541,,,,,65184586,52902658,56210831,36670917,,2916366.25,2964344.25,3628106.75,,,PTK6 promotes HIF1A stabilization
FALSE,High,Master Protein,Q9WVK0,Type-1 angiotensin II receptor-associated protein [OS=Mus musculus],0,5.786,25,1,3,1,17.5,Agtrap,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,Q5HZI9,Mitochondrial nicotinamide adenine dinucleotide transporter SLC25A51 [OS=Mus musculus],0,5.778,10,3,10,3,33.7,Slc25a51,,0.001,,,,,,,,1305540.875,1146830.75,,,,,,,,,,Acetyl [N-Term],,Nicotinate metabolism
FALSE,High,Master Protein,O70496,H(+)/Cl(-) exchange transporter 7 [OS=Mus musculus],0,5.771,5,2,2,2,88.7,Clcn7,,,,,,,,,,,,,,,,,,,,,,,Stimuli-sensing channels
FALSE,High,Master Protein,Q921F4,Heterogeneous nuclear ribonucleoprotein L-like [OS=Mus musculus],0,5.754,6,2,5,2,64.1,Hnrnpll,,,,,,,,,,,,,,,,,,,,,,mRNA processing,
FALSE,High,Master Protein,P56393,"Cytochrome c oxidase subunit 7B, mitochondrial [OS=Mus musculus]",0,5.752,10,2,24,2,9,Cox7b,0.987,0.354,0.655042464,0.001225104,197760160,161955920,181660016,171230672,550099264,544384816,483902624,582931024,169726008,151735784,196110496,178014920,163244476,176334256,209944280,225140504,,Electron transport chain,Respiratory electron transport; TP53 Regulates Metabolic Genes; Cytoprotection by HMOX1; Complex IV assembly
FALSE,High,Master Protein,Q8BMG8,Solute carrier family 25 member 32 [OS=Mus musculus],0,5.752,9,2,6,2,35,Slc25a32,,,,,,,,,,,,,,,,,,,,,,,Metabolism of folate and pterines
FALSE,High,Master Protein,Q4QQM4,Tumor protein p53-inducible protein 11 [OS=Mus musculus],0,5.751,13,2,6,2,20.9,Trp53i11,1000,,,,,,,,,,,,,2571883.75,3583028,3194381.75,,,,,,,
FALSE,High,Master Protein,Q8K2H2,Deubiquitinase OTUD6B [OS=Mus musculus],0,5.75,9,2,9,2,33.7,Otud6b,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,Q63810,Calcineurin subunit B type 1 [OS=Mus musculus],0,5.742,13,2,10,2,19.3,Ppp3r1,1000,1000,,,,,,,,,,,2789522.75,3003117,4089263.25,3639005.75,1623690.5,2085687.875,2138767.25,2202303,,Alzheimer's disease; B cell receptor signaling pathway; Mapk signaling pathway,FCERI mediated Ca+2 mobilization; Ca2+ pathway; Activation of BAD and translocation to mitochondria ; Calcineurin activates NFAT; CLEC7A (Dectin-1) induces NFAT activation
FALSE,High,Master Protein,Q8C167,Prolyl endopeptidase-like [OS=Mus musculus],0,5.736,4,2,5,2,83.1,Prepl,1000,1000,,,,,,,,,,,3720886.75,3988672,4257721,4308748,1827429.75,5327145,4242710,3685005,,,
FALSE,High,Master Protein,Q569Z5,Probable ATP-dependent RNA helicase DDX46 [OS=Mus musculus],0,5.726,2,2,5,2,117.4,Ddx46,,,,,,,,,,,,,,,,,,,,,,,mRNA Splicing - Major Pathway
FALSE,High,Master Protein,O88351,Inhibitor of nuclear factor kappa-B kinase subunit beta [OS=Mus musculus],0,5.704,3,2,3,2,86.6,Ikbkb,,,,,,,,,,,,,,,,,,,,,,Nod-like receptor (NLR) signaling pathway; MicroRNAs in cardiomyocyte hypertrophy; Chemokine signaling pathway; TNF-alpha NF-kB signaling pathway; B cell receptor signaling pathway; Focal adhesion: PI3K-Akt-mTOR signaling pathway; Mapk signaling pathway; Insulin signaling; Toll-like receptor signaling,"FCERI mediated NF-kB activation; Downstream TCR signaling; Activation of NF-kappaB in B cells; PKR-mediated signaling; CLEC7A (Dectin-1) signaling; Regulation of TNFR1 signaling; TNFR1-induced NF-kappa-B signaling pathway; Regulation of NF-kappa B signaling; Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells; IKK complex recruitment mediated by RIP1; RIP-mediated NFkB activation via ZBP1; p75NTR recruits signalling complexes; NF-kB is activated and signals survival; TAK1-dependent IKK and NF-kappa-B activation  ; MAP3K8 (TPL2)-dependent MAPK1/3 activation; TRAF6 mediated NF-kB activation; IRAK1 recruits IKK complex; IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation; SLC15A4:TASL-dependent IRF5 activation; Modulation of host responses by IFN-stimulated genes"
FALSE,High,Master Protein,Q9R1J0,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating [OS=Mus musculus]",0,5.699,7,2,3,2,40.7,Nsdhl,1000,,,,,,,,,,,,2696579.5,,2225076.25,2581571.5,,,,,Acetyl [N-Term],Cholesterol biosynthesis,Cholesterol biosynthesis via lathosterol
FALSE,High,Master Protein,Q91XL9,Oxysterol-binding protein-related protein 1 [OS=Mus musculus],0,5.684,2,1,6,1,107.7,Osbpl1a,,1000,,,,,,,,,,,,,,,,3887423.25,3309499,3092594.25,,,MHC class II antigen presentation; Synthesis of bile acids and bile salts
FALSE,High,Master Protein,P97314,Cysteine and glycine-rich protein 2 [OS=Mus musculus],0,5.679,12,2,7,2,20.9,Csrp2,0.001,0.001,,,6333643.5,2491598.75,7536965.5,1508882.25,1316936.625,,,,,,,,,,,,,,
FALSE,High,Master Protein,A6H5Y3,Methionine synthase [OS=Mus musculus],0,5.67,3,3,3,3,139,Mtr,1000,,,,,,,,,,,,3674614.75,2843852.75,,,,,,,,Selenium micronutrient network; Folic acid network; One-carbon metabolism and related pathways; One-carbon metabolism; Glutathione and one-carbon metabolism,Methylation; Sulfur amino acid metabolism; RHOH GTPase cycle; Cobalamin (Cbl) metabolism
FALSE,High,Master Protein,P56542,Deoxyribonuclease-2-alpha [OS=Mus musculus],0,5.651,5,1,4,1,38.8,Dnase2,,,,,,,,,,,,,,,,,,,,,,,Lysosome Vesicle Biogenesis
FALSE,High,Master Protein,Q91YW3,DnaJ homolog subfamily C member 3 [OS=Mus musculus],0,5.641,9,3,4,3,57.4,Dnajc3,,,,,,,,,,,,,,,,,,,,,,,PKR-mediated signaling; Neutrophil degranulation; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation
FALSE,High,Master Protein,Q921E2,Ras-related protein Rab-31 [OS=Mus musculus],0,5.614,12,2,4,2,21.4,Rab31,,,,,,,,,,,,,,,,,,,,,,,Neutrophil degranulation; RAB GEFs exchange GTP for GDP on RABs; RAB geranylgeranylation
FALSE,High,Master Protein,Q60739,BAG family molecular chaperone regulator 1 [OS=Mus musculus],0,5.606,4,1,5,1,39.7,Bag1,,,,,,,,,,,,,,,,,,,,,,Androgen receptor signaling pathway,Regulation of HSF1-mediated heat shock response
FALSE,High,Master Protein,Q8BHF7,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial [OS=Mus musculus]",0,5.604,4,2,5,2,62.5,Pgs1,,,,,,,,,,,,,,,,,,,,,,Eicosanoid lipid synthesis map,
FALSE,High,Master Protein,Q80X71,Transmembrane protein 106B [OS=Mus musculus],0,5.601,8,2,13,2,31.2,Tmem106b,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,Q99LC8,Translation initiation factor eIF2B subunit alpha [OS=Mus musculus],0,5.586,11,3,9,3,33.8,Eif2b1,58.549,1000,,,1808450.125,,,1697529.625,,,,2610428.75,,5484311,6454393.5,5819167,1090928.25,1522730.875,1989214,2872561,,Translation factors,Recycling of eIF2:GDP
FALSE,High,Master Protein,Q922X9,Protein arginine N-methyltransferase 7 [OS=Mus musculus],0,5.569,3,2,2,2,78.3,Prmt7,,,,,,,,,,,,,,,,,,,,,,,RMTs methylate histone arginines
FALSE,High,Master Protein,Q9CY57,Chromatin target of PRMT1 protein [OS=Mus musculus],0,5.558,5,1,9,1,26.6,Chtop,,,,,,,,,,,,,,,,,,,,,,,Transport of Mature mRNA derived from an Intron-Containing Transcript; mRNA 3'-end processing; RNA Polymerase II Transcription Termination
FALSE,High,Master Protein,Q9ES28,Rho guanine nucleotide exchange factor 7 [OS=Mus musculus],0,5.557,3,2,2,2,97,Arhgef7,,,,,,,,,,,,,,,,,,,,,,T cell receptor signaling pathway; Regulation of actin cytoskeleton; Integrin-mediated cell adhesion,RAC1 GTPase cycle; G alpha (12/13) signalling events; RHOA GTPase cycle; NRAGE signals death through JNK; RHOQ GTPase cycle; EGFR downregulation; RHOU GTPase cycle; RHOV GTPase cycle; Ephrin signaling
FALSE,High,Master Protein,Q9CZ83,Large ribosomal subunit protein mL55 [OS=Mus musculus],0,5.549,13,1,7,1,15.1,Mrpl55,,,,,,,,,,,,,,,,,,,,,,,Mitochondrial translation elongation; Mitochondrial translation termination; Mitochondrial ribosome-associated quality control
FALSE,High,Master Protein,Q9Z2V5,Protein deacetylase HDAC6 [OS=Mus musculus],0,5.541,2,2,7,2,125.7,Hdac6,1000,1000,,,,,,,,,,,1368108.375,,1858908.375,,4848189,5165098.5,5875172,4225793.5,,Estrogen signaling; Cell cycle; Neural crest differentiation; TNF-alpha NF-kB signaling pathway,Cargo trafficking to the periciliary membrane; Aggrephagy; Notch-HLH transcription pathway; HSF1 activation
FALSE,High,Master Protein,P28867,Protein kinase C delta type [OS=Mus musculus],0,5.497,3,2,4,1,77.5,Prkcd,,,,,,,,,,,,,,,,,,,,,,Type II interferon signaling (IFNG); IL-5 signaling pathway; Chemokine signaling pathway; G protein signaling pathways; TGF-beta receptor signaling pathway; B cell receptor signaling pathway; Myometrial relaxation and contraction pathways; IL-6 signaling pathway; Wnt signaling; Alpha 6 beta 4 integrin signaling pathway; Mapk signaling pathway; Calcium regulation in cardiac cells; Insulin signaling; Wnt signaling pathway and pluripotency; IL-4 signaling pathway,Neutrophil degranulation; Role of phospholipids in phagocytosis; SHC1 events in ERBB2 signaling; CLEC7A (Dectin-1) signaling; Effects of PIP2 hydrolysis; VEGFR2 mediated cell proliferation; Apoptotic cleavage of cellular proteins; HuR (ELAVL1) binds and stabilizes mRNA; Interferon gamma signaling; RHO GTPases Activate NADPH Oxidases; Calmodulin induced events; DAG and IP3 signaling
FALSE,High,Master Protein,O88967,ATP-dependent zinc metalloprotease YME1L1 [OS=Mus musculus],0,5.496,2,1,4,1,80,Yme1l1,,,,,,,,,,,,,,,,,,,,,,,Processing of SMDT1; Cellular response to mitochondrial stress
FALSE,High,Master Protein,Q6PD31,Trafficking kinesin-binding protein 1 [OS=Mus musculus],0,5.487,2,2,6,2,104.4,Trak1,1000,2.198,,0.00042595,,,,,1053377.125,1168049,1016699.063,,1981997.25,1583098.875,2224563.25,1879580,2371598,2506896,2180258.75,2908206,,,RHOT2 GTPase cycle; RHOT1 GTPase cycle
FALSE,High,Master Protein,Q9QYY0,GRB2-associated-binding protein 1 [OS=Mus musculus],0,5.478,3,2,6,2,76.8,Gab1,,,,,,,,,,,,,,,,,,,,,,ErbB signaling pathway; Mechanisms associated with pluripotency; Hepatocyte growth factor receptor signaling; TNF-alpha NF-kB signaling pathway; B cell receptor signaling pathway; ESC pluripotency pathways; IL-3 signaling pathway; IL-6 signaling pathway; EGFR1 signaling pathway; Insulin signaling,"PIP3 activates AKT signaling; PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling; PI3K Cascade; PI-3K cascade:FGFR2; PI3K events in ERBB2 signaling; RET signaling; PI-3K cascade:FGFR1; PI-3K cascade:FGFR4; Erythropoietin activates Phosphoinositide-3-kinase (PI3K); PI-3K cascade:FGFR3; GAB1 signalosome; MET activates PI3K/AKT signaling; MET activates PTPN11; MET activates RAP1 and RAC1; MET receptor recycling"
FALSE,High,Master Protein,Q91WC9,Diacylglycerol lipase-beta [OS=Mus musculus],0,5.477,4,2,5,2,73.9,Daglb,,,,,,,,,,,,,,,,,,,,,,,Arachidonate production from DAG
FALSE,High,Master Protein,P28660,Nck-associated protein 1 [OS=Mus musculus],0,5.47,3,2,3,2,128.7,Nckap1,,,,,,,,,,,,,,,,,,,,,,Regulation of actin cytoskeleton; Exercise-induced circadian regulation,VEGFA-VEGFR2 Pathway; RAC1 GTPase cycle; RAC3 GTPase cycle; Regulation of actin dynamics for phagocytic cup formation; RAC2 GTPase cycle; RHO GTPases Activate WASPs and WAVEs
FALSE,High,Master Protein,P62274,Small ribosomal subunit protein uS14 [OS=Mus musculus],0,5.464,32,2,14,2,6.7,Rps29,,,,,,,,,,,,,,,,,,,,,,Cytoplasmic ribosomal proteins; mRNA processing,"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA; ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition"
FALSE,High,Master Protein,P11031,Activated RNA polymerase II transcriptional coactivator p15 [OS=Mus musculus],0,5.458,16,2,9,2,14.4,Sub1,1000,1000,,,,,,,,,,,10776839,13002341,12422540,16876400,3126973.25,7966415.5,,5759374,,,
FALSE,High,Master Protein,Q8K1H7,T-complex protein 11-like protein 2 [OS=Mus musculus],0,5.443,5,2,4,2,57.9,Tcp11l2,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,P55002,Microfibrillar-associated protein 2 [OS=Mus musculus],0,5.439,10,2,14,2,20.6,Mfap2,0.001,0.001,,,8919732.75,9191479,9345161.625,7520578,2199164.75,2215757.75,2613776.25,6755052,,,,,,,,,,,Molecules associated with elastic fibres
FALSE,High,Master Protein,P70280,Vesicle-associated membrane protein 7 [OS=Mus musculus],0,5.432,9,2,3,2,25,Vamp7,1000,,,,,,,,,,,,4008240.75,2330532.5,5660118.5,,,,,,,,
FALSE,High,Master Protein,Q9JKC8,AP-3 complex subunit mu-1 [OS=Mus musculus],0,5.432,6,2,4,2,46.9,Ap3m1,1000,1000,,,,,,,,,,,5787867.5,5642924.5,8129937.5,4585027.5,,,3405197.25,3465436.25,,,
FALSE,High,Master Protein,E9Q238,KN motif and ankyrin repeat domains 1 [OS=Mus musculus],0,5.427,3,4,8,4,148.2,Kank1,0.838,0.333,0.032380331,0.00016927,97500112,78174448,79705680,87293448,233591216,262205312,234940752,263620560,75346272,61933408,74384088,77367632,68745984,83067960,84894144,92516896,,,
FALSE,High,Master Protein,Q9CQ88,Tetraspanin-31 [OS=Mus musculus],0,5.422,10,2,6,2,22.7,Tspan31,1000,,,,,,,,,,,,,,3416966.25,,,,,,,,
FALSE,High,Master Protein,Q8CFD4,Sorting nexin-8 [OS=Mus musculus],0,5.422,5,2,3,2,52,Snx8,1000,,,,,,,,,,,,3140004.25,2532578.75,,2730461.5,,,,,,,
FALSE,High,Master Protein,P62307,Small nuclear ribonucleoprotein F [OS=Mus musculus],0,5.414,15,1,8,1,9.7,Snrpf,,,,,,,,,,,,,,,,,,,,,,mRNA processing,mRNA Splicing - Major Pathway; snRNP Assembly; RNA Polymerase II Transcription Termination; mRNA Splicing - Minor Pathway; SLBP independent Processing of Histone Pre-mRNAs; SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs
FALSE,High,Master Protein,Q9QXE7,F-box-like/WD repeat-containing protein TBL1X [OS=Mus musculus],0,5.406,3,1,2,1,56.8,Tbl1x,,,,,,,,,,,,,,,,,,,,,,,Cytoprotection by HMOX1; HDACs deacetylate histones; NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux; MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis; Notch-HLH transcription pathway; Regulation of lipid metabolism by PPARalpha
FALSE,High,Master Protein,P70290,55 kDa erythrocyte membrane protein [OS=Mus musculus],0,5.398,5,2,4,2,52.2,Mpp1,1000,,,,,,,,,,,,,6026243.5,4121461.75,3462672.25,,,,,,,
FALSE,High,Master Protein,Q99LM2,CDK5 regulatory subunit-associated protein 3 [OS=Mus musculus],0,5.398,6,3,3,3,57,Cdk5rap3,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,Q9ER38,Torsin-3A [OS=Mus musculus],0,5.384,7,2,3,2,43.8,Tor3a,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,Q8BGF6,ELMO domain-containing protein 2 [OS=Mus musculus],0,5.371,9,3,12,3,34.7,Elmod2,1000,1000,,,,,,,,,,,4917035,3539170.75,4149223.25,3357602.25,,1775412.75,,,,Lung fibrosis,
FALSE,High,Master Protein,A6H6A9,Rab GTPase-activating protein 1-like [OS=Mus musculus],0,5.37,4,3,6,2,92.3,Rabgap1l,,,,,,,,,,,,,,,,,,,,,,,
FALSE,High,Master Protein,P63037,DnaJ homolog subfamily A member 1 [OS=Mus musculus],0,5.359,7,2,4,2,44.8,Dnaja1,1000,1000,,,,,,,,,,,6951657.5,7155118,6687109.5,7514729,1699711.125,1417761,,2396143.75,,Exercise-induced circadian regulation,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; Mitochondrial unfolded protein response (UPRmt)
FALSE,High,Master Protein,Q9CR13,Protein FMC1 homolog [OS=Mus musculus],0,5.359,13,1,13,1,12.7,Fmc1,,,,,,,,,,,,,,,,,,,,,,,
